用户名,评论,time
小*麻,住的酒店离上车点5分钟，真的很方便，走过去上车。就是停车场离门口远了点，走过去10分钟左右。不过玩一天后，累了，不用地铁捣腾，值。,2019-07-13
s*y,出票速度快，服务周到，解释清楚，二维码清晰，在入口处一扫即过，不错,2019-07-11
M*1,方便极了，交通非常便捷，可靠，便捷，省了很多时间，孩子完的很愉快，时间短，没尽兴，下次有机会还会再去,2019-07-11
k*o,方便快捷，就是花钱买的快速证有点贵,2019-07-11
m*4,很不错，直接用电子的二维码扫一下就能进，省了排队买票的时间，唯一的遗憾就是没怎么拍照，玩的太累了，不过特爽，期待下次再去，不过下次去一定一定早早起，自由行订个近点的宾馆,2019-07-11
k*2,比新加坡环球乐园好玩多了，很大，一天玩不完！,2019-07-11
1*1,大人小孩玩的都非常开心，适合亲子游，快速通行票非常值得购买，哈利波特主题区非常值得推荐，一定要去....,2019-04-04
M*7,8点15到，那时就陆续有人进去玩了。没有快速卡，一整天到下午5点，只玩了四个项目，依次是: 1.哈利波特禁忌之旅，等待1h2.小黄人乘车游，等待1.5h3.好莱坞乘车游_正向，等待2.5h4.蜘蛛侠，不知道什么名字的项目，等待1.5h其余时间就是找吃的找水喝找项目的地点，吃的喝的都不咋的，还忒贵言归正传，游玩项目的长时间等待已经消磨了热情，每个项目剔除ip背景，不过就是过山车或者场景体验，不比上海迪士尼或者欢乐谷好玩。只能说打卡了环球影城，但是没啥惊喜。回来的时候路过儿童乐园，没有排长队，看小孩玩得很开心，心情好多了,2019-04-04
a*y,在网上买票的，到环球影城直接掃碼见不用換票，就可以直接入园，非常方便，建议大家可以先购买电子票，进去园区就快多了,2019-07-10
h*a,真的很不错哦！早点去，不买快速票也可以的。,2019-05-22
M*2,很方便 直接扫手机就可以进园了 有通行证 不需要拍很长的队 有另外一个队伍 比正常队伍人少很多 一般半小时内就能玩到了 快的话 几分钟  就排到了,2019-04-02
M*0,我是6月头来的，我订了一天半票，好好采，第一天小雨天，没什么人，不用排队好快，哈利波特不用整理卷，直接进入就可以了，蜘蛛侠和侏罗纪不错，其实都是机动游戏，有点刺激。第二天去，超多人，排了一个小时，不用买快速票，早点去就行了，可以带东西进入吃。,2018-06-14
2*0,非常愉快的体验 我玩过香港的迪士尼 香港的海洋世界 东京的迪士尼。感觉环球影城给我的体验最好。可以免费带水和食物进去 哈利波特一定要体验 ,2019-05-20
1*6,带着孩子、老人们一起游玩，累并快乐着。好刺激的游戏，好美的风景，好吃的食物。小黄人、哈利波特、大白鲸啥都好玩，飞天翼龙不敢尝试。,2019-07-07
1*6,带着孩子、老人们一起游玩，累并快乐着。好刺激的游戏，好美的风景，好吃的食物。小黄人、哈利波特、大白鲸啥都好玩，飞天翼龙不敢尝试。,2019-07-07
M*5,服务热情周到。园区场地不算大，游乐项目比较刺激，裸眼3D效果不错，就是看着眼晕，因人而异吧。,2019-02-10
2*2,每个人感受不一样，我觉得不如美国的好，随行其他人觉得这个好，个人感觉游乐园内的餐饮一般，不过大型游乐场里餐饮好的不多，总体来说玩儿的还是挺嗨的,2019-07-05
飞*毛,和国内的游乐场比真的很小。但是就是冲着哈利波特去的呀。有一点可能不是所有人都知道。那就是还记得哈利波特第一部里面那个住在女厕所，喜欢唱歌的女鬼魂吗？哈利波特园区里面的女洗手间，完全按照电影里面设计，并且还在放着她唱歌的声音。还是很有趣的。还有就是侏罗纪里面会有动的恐龙表演呀。就是各种超级大的恐龙在你面前走来走去，还有互动，简直666，反正国内没看到过。水冰月有点让我失望，因为真的就是看4D动画片呀。真的是期望太高了，所以会有点失望吧。,2018-06-10
x*2,蛮不错的，入门蛮方便的,2019-08-22
臻*贝,很好玩 值得一去 虽然人很多 但排队现象很好 一切井然有序 小黄人超可爱,2019-07-04
周*远,很好玩 ，还好买了快速票真的帮忙节约了很多排队时间，基本上所有项目全都玩了一遍，可惜没有时间2刷了。,2019-07-04
周*远,很好玩 ，还好买了快速票真的帮忙节约了很多排队时间，基本上所有项目全都玩了一遍，可惜没有时间2刷了。,2019-07-04
飞*翔,大阪环球影城虽然比不上迪士尼游乐园，但是它有它的特色。游乐设施都是以电影为题材，特别是哈利波特最受欢迎，排队的人最多。如果不想浪费时间，建议还是买快速通道票，排队等候的时间会相对少很多。,2019-07-04
天*哥,终于环球影城了！木乃伊和变形金刚全场最佳，好玩到我吓哭了 一定要买快速票！翼龙也不错，全程刺激，后面精彩到叫不出来了！可惜一天过得太快了,2019-02-08
悠*1,门票是通过邮件发过来的，扫码进入很方便。但当天下大雨，好处是人少了很多，排队最长就一小时，但是很多室外的都受影响了，不能玩。撑了伞衣服鞋子还是都湿了,2019-07-03
蜜*苹,速通方便了很多，排队简直了，人超多，基本2-3小时一个项目。。。。速通也需要稍微排一下，但是很快就能进，省了不少时间，赞,2019-07-03
1*1,项目都比较刺激，不太适合胆小，恐高，晕3d，做不了过山车的人玩。小黄人，大白鲨应该算最不刺激的了，剩下只有旋转木马之类的儿童项目了。相反，对喜欢玩刺激项目的人来说是天堂。吃的比较有特色，还不错，小黄人爆米花不错，单外包装就很值，可以当纪念品,2018-07-27
1*8,去的那天下小雨，但提前订的票不能退，反正就住在环球影城门口，走过去也方便，虽然下雨，但人并没少，大家的热情也不减，还是很好玩的，去了蜘蛛侠，很刺激，做的效果也超级棒，园内购物的地方很多，要满5400日元才能免税，可以在园里玩一整天，出园门口的免税店、餐饮都很多，购物方便，还是值得来玩的。,2018-06-08
y*2,正好是平日的雨日，所以人还可以，没有买快速的，有些刺激的项目小朋友害怕，小黄人和哈利波特喜欢，尤其学咒语很有钱,2019-07-02
M*1,比较好玩       还会再去,2019-07-01
2*2,很方便！根本不用排队！等待的时间大大缩短！但是只能用一次哦，一次过后就不能再玩那个项目了！哈利波特必须玩！,2019-07-01
c*1,不错真的很方便，二维码直接入园！,2019-08-18
纯*举,非常棒的地方，尤其是哈利波特区神还原了，东西也很很还原并且味道很好。买了快速7项加酷4，完全来不及玩，下雨真的太可恨了。不过万万没想到最刺激的不是飞天翼龙而是好莱坞美梦。美少女战士4d看得老泪纵横，童年啊！柯南时间真的太长了，虽然我是柯南铁粉但是也不推荐大家玩，时间真的来不及，买了这么多快速还是弄的像打仗一样，太累了。,2018-06-06
e*9,提前购买了普通票，工作日感觉普通票就够用了，很方便快捷，不过最好事先打印好门票的PDF，不然在门口如果没有网络的话，打开链接会花一些时间。,2019-06-30
g*a,店家十分耐心解答，因为行程紧张，临近春节门票不好买，服务过程非常负责，比**上的店铺贵但是非常靠谱。,2019-05-12
M*9,临时决定去环球影城，隔天下午订票，两大一小，虽然孩子个子比我高，但未满12周岁还是儿童票，这点比迪士尼好。邮箱收到二维码，刷二维码入园非常方便。当天没有购买快速票，10点多入园，排队玩了飞天翼龙 蜘蛛侠 哈利波特 小黄人 侏罗纪乘船游 ，还有一些虚无排队的项目，看了浴火赤子情，火灾场面很逼真。我最喜欢美少女战士馆，我的童年满满的回忆呀。当天36度，体力不支6点就离园了，玩得还算尽兴。,2018-07-23
a*3,非常好玩的usj 鲁邦三世没玩到。人太多了。周二去的 还除了过山车没坐上其他好玩的都玩到了,2019-06-28
麻*跑,场景美轮美奂，感官和视觉上都比较刺激。占地面积不算大，因为游人较多所以排队时间过长，一天时间体验不了全部场景和游戏。,2019-03-22
f*e,不错不错不错不错，不亏是亚洲最大，很好很好，不错不错不错不错，不亏是亚洲最大，很好很好不错不错不错不错，不亏是亚洲最大，很好很好不错不错不错不错，不亏是亚洲最大，很好很好,2019-06-27
疯*鱼,非常方便，手机上的二维码验证直接入园，环球影城非常值得一玩，下次还要去,2018-12-14
m*9,不错不错，出票快，使用起来也非常方便，只要在要玩的项目前出示一下二维码就可以了，真的非常非常的方便。,2019-06-26
偏*色,周末好多，以后会购买快速券。影城其实跟迪士尼，是一个经营理念。把虚拟的和真实的相结合。只不过两个主要人物不同。网上订票无需排队，快速方便，很满意。,2019-06-26
M*2,还好我们不是排队很久，不在暑假高峰期，最有印象的是过山车和哈利波特，其它的没感觉了，不便宜门票，没有迪斯尼好玩，环球影城性价比不高,2018-09-07
爱*鹰,带女儿来玩的，超级开心。有适合小朋友玩的室内小型过山车，和hello kitty拍照，蜘蛛侠也比较适合小朋友。最推荐的是哈利波特，效果逼真，不过1.3以下好像不能玩，太刺激的大型过山车就算了……看日本学生在上面尖叫就有点不想上去了。,2018-09-07
3*3,一家三口去的，不用取票，二维码直接扫码就可以进园，孩子也玩儿得很开心，唯一就是人太多，排队时间太长，哈哈哈！,2019-06-25
M*1,不用提前打印和取票，进去扫一下二维码就好了，很方便。我们3月12号去的，当天官网说8点半开门，我们不到八点就到了，前面排了很多人，估计是人太多，刚过八点就提前开门了，所以一定要提前去！估计有人六七点就到了,2019-03-18
